Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Ultra Exfoliator,Tatcha,Highlighter,Occasional,81.01,2.4,5442,200,Normal,Female,Bottle,Aloe Vera,FALSE,Australia
Ultra Bronzer,ColourPop,Powder,Monthly,128.33,2.4,5477,100,Oily,Unisex,Jar,Aloe Vera,TRUE,UK
Divine Highlighter,Bite Beauty,Foundation,Daily,11.54,2.7,9541,50,Sensitive,Unisex,Spray,Salicylic Acid,TRUE,Japan
Divine Serum,Shiseido,Concealer,Daily,142.59,4.9,265,200,Combination,Female,Compact,Vitamin C,TRUE,Italy
Perfect Highlighter,Drunk Elephant,Face Mask,Daily,17.6,5,4836,100,Combination,Male,Bottle,Vitamin C,FALSE,South Korea
Perfect Eyeliner,Charlotte Tilbury,Lip Gloss,Daily,86.39,3.5,3745,250,Combination,Female,Jar,Salicylic Acid,FALSE,Japan
Divine Highlighter,Bobby Brown,Eye Shadow,Monthly,21.47,2,6856,50,Sensitive,Male,Tube,Aloe Vera,TRUE,UK
Perfect Exfoliator,Glossier,Bronzer,Occasional,13.83,4.3,8501,250,Oily,Male,Jar,Vitamin C,FALSE,France
Ultra Concealer,Tarte,Eye Shadow,Weekly,42.74,2.2,3232,150,Normal,Male,Bottle,Aloe Vera,TRUE,Italy
Magic Makeup Remover,Fenty Beauty,Primer,Monthly,13.31,2.9,7894,100,Oily,Male,Stick,Vitamin C,FALSE,Australia
Magic Lipstick,Huda Beauty,Concealer,Monthly,61.02,3,4816,50,Normal,Male,Jar,Shea Butter,TRUE,South Korea
Ultra Contour,Tarte,Contour,Weekly,21.92,3.1,9376,150,Combination,Female,Spray,Salicylic Acid,TRUE,USA
Divine Face Oil,Natasha Denona,BB Cream,Monthly,80.4,3.8,8180,250,Dry,Unisex,Stick,Hyaluronic Acid,FALSE,UK
Ultra Bronzer,Rare Beauty,Highlighter,Occasional,39.5,5,428,50,Combination,Unisex,Spray,Shea Butter,FALSE,Germany
Ultra Moisturizer,Urban Decay,Powder,Occasional,42.6,3.1,9042,100,Dry,Female,Spray,Aloe Vera,TRUE,Italy
Divine Blush,Ilia Beauty,Moisturizer,Occasional,33.44,1.9,4542,150,Dry,Male,Spray,Salicylic Acid,TRUE,Japan
Divine Face Mask,Make Up For Ever,Eye Shadow,Weekly,50.59,4.4,7733,250,Normal,Female,Jar,Shea Butter,TRUE,Japan
Magic Bronzer,Perricone MD,Foundation,Occasional,56.85,4.6,7782,100,Oily,Unisex,Tube,Aloe Vera,FALSE,Italy
Perfect BB Cream,Perricone MD,Powder,Monthly,43.41,5,5679,200,Normal,Unisex,Stick,Retinol,FALSE,Japan
Super Makeup Remover,Anastasia Beverly Hills,Highlighter,Daily,14.31,3.4,1536,150,Sensitive,Male,Jar,Glycerin,TRUE,Italy
Ultra Lipstick,Urban Decay,Exfoliator,Monthly,27.59,3.3,2477,50,Combination,Unisex,Spray,Salicylic Acid,FALSE,UK
Ultra Primer,Clinique,Serum,Daily,140.49,2.7,7956,150,Dry,Female,Stick,Shea Butter,FALSE,Australia
Perfect CC Cream,Glossier,Setting Spray,Weekly,10.65,1.1,4309,150,Combination,Male,Compact,Hyaluronic Acid,FALSE,UK
Perfect Concealer,Make Up For Ever,BB Cream,Weekly,45.18,1.1,3391,50,Normal,Male,Bottle,Glycerin,TRUE,France
Super Cleanser,Laura Mercier,Lip Liner,Occasional,33.86,2.5,1236,30,Dry,Female,Stick,Vitamin C,FALSE,France
Ultra Face Oil,Fenty Beauty,Bronzer,Weekly,102.79,2.1,4720,250,Dry,Male,Stick,Aloe Vera,TRUE,France
Magic Setting Spray,Morphe,Face Oil,Monthly,121.39,1.3,4838,250,Normal,Female,Spray,Glycerin,TRUE,Germany
Perfect Foundation,Too Faced,Face Oil,Monthly,128.86,2.7,8672,30,Sensitive,Unisex,Stick,Shea Butter,FALSE,Japan
Magic Foundation,Pat McGrath Labs,Setting Spray,Weekly,20.92,3.3,5902,200,Dry,Unisex,Tube,Glycerin,TRUE,South Korea
Perfect Blush,Anastasia Beverly Hills,Serum,Weekly,95.85,4.7,4818,150,Oily,Unisex,Spray,Hyaluronic Acid,FALSE,USA
Super Primer,Drunk Elephant,Lipstick,Daily,10.32,4.5,5702,250,Normal,Female,Bottle,Glycerin,FALSE,USA
Perfect Eyeliner,Anastasia Beverly Hills,Setting Spray,Weekly,107.58,5,7447,30,Combination,Unisex,Compact,Aloe Vera,TRUE,USA
Super Eyeliner,Pat McGrath Labs,Bronzer,Occasional,20.2,2.7,355,200,Normal,Female,Spray,Retinol,FALSE,Italy
Ultra Exfoliator,Farsali,Concealer,Daily,146.01,3.5,539,250,Normal,Unisex,Jar,Glycerin,TRUE,Japan
Ultra Makeup Remover,Make Up For Ever,Eye Shadow,Occasional,70.99,2.8,9599,50,Sensitive,Unisex,Tube,Vitamin C,FALSE,France
Perfect Eyeliner,Huda Beauty,Exfoliator,Occasional,62.57,1.7,2687,50,Dry,Male,Jar,Hyaluronic Acid,TRUE,Germany
Magic Face Oil,RMS Beauty,Face Mask,Monthly,140.95,1.8,6730,150,Oily,Male,Bottle,Retinol,TRUE,Australia
Ultra Serum,Fenty Beauty,BB Cream,Occasional,116.71,4.5,4335,200,Normal,Unisex,Stick,Glycerin,TRUE,Italy
Perfect Setting Spray,Juvias Place,Cleanser,Daily,80.08,1.8,2343,100,Normal,Male,Spray,Retinol,TRUE,France
Ultra CC Cream,Clinique,BB Cream,Daily,57.53,2.9,3584,250,Oily,Male,Bottle,Aloe Vera,FALSE,Japan
Ultra CC Cream,Bite Beauty,Makeup Remover,Occasional,114.01,4.3,8157,200,Oily,Male,Stick,Shea Butter,FALSE,Italy
Divine Blush,Make Up For Ever,Lipstick,Daily,61.84,2.4,2861,200,Normal,Male,Tube,Vitamin C,FALSE,France
Divine Contour,Urban Decay,Exfoliator,Occasional,102.93,4.4,9463,100,Oily,Unisex,Jar,Glycerin,TRUE,USA
Perfect Bronzer,Kiehls,CC Cream,Daily,57.33,2.8,1414,250,Combination,Male,Spray,Aloe Vera,TRUE,Italy
Super CC Cream,Juvias Place,Moisturizer,Monthly,80.88,2.7,3244,30,Sensitive,Unisex,Bottle,Aloe Vera,TRUE,South Korea
Super Moisturizer,Ilia Beauty,Face Mask,Weekly,115.11,3.2,4529,150,Oily,Male,Bottle,Retinol,FALSE,Japan
Perfect Lip Liner,Tarte,Lip Gloss,Daily,113.71,4.5,5685,150,Combination,Female,Stick,Aloe Vera,FALSE,USA
Super Face Mask,Bourjois,Setting Spray,Occasional,147.04,4.7,2244,150,Dry,Female,Jar,Vitamin C,FALSE,USA
Perfect Exfoliator,Ilia Beauty,Face Mask,Weekly,35.78,1.9,8320,150,Sensitive,Male,Jar,Glycerin,TRUE,UK
Super Powder,Elf,Blush,Monthly,121.53,2.1,1141,250,Normal,Unisex,Tube,Salicylic Acid,FALSE,USA
Divine Powder,Drunk Elephant,Eye Shadow,Daily,19.71,2,4428,50,Oily,Unisex,Compact,Retinol,TRUE,Germany
Magic Blush,Glossier,Contour,Weekly,130.56,2.9,6290,30,Sensitive,Male,Tube,Aloe Vera,TRUE,UK
Ultra Eyeliner,Natasha Denona,Eyeliner,Daily,76.27,1.4,7946,150,Dry,Male,Stick,Shea Butter,FALSE,Australia
Divine Moisturizer,KVD Beauty,Lip Liner,Weekly,58.86,2.6,7307,250,Oily,Unisex,Stick,Salicylic Acid,FALSE,Germany
Super BB Cream,Yves Saint Laurent,CC Cream,Occasional,144.12,4.8,6382,100,Sensitive,Female,Tube,Vitamin C,TRUE,South Korea
Divine Blush,Bite Beauty,Eye Shadow,Monthly,80.77,1.5,1196,30,Oily,Male,Jar,Aloe Vera,TRUE,South Korea
Divine Eyeliner,Rare Beauty,Highlighter,Daily,109.47,3.9,4911,100,Oily,Unisex,Jar,Retinol,TRUE,USA
Magic Makeup Remover,Natasha Denona,Lip Gloss,Occasional,117.02,2.1,150,200,Sensitive,Female,Compact,Shea Butter,TRUE,France
Magic Makeup Remover,Becca,Moisturizer,Weekly,42.19,2,9318,50,Combination,Unisex,Tube,Aloe Vera,TRUE,Japan
Super Lip Gloss,Too Faced,Eyeliner,Occasional,50.86,3.2,8594,250,Combination,Unisex,Compact,Aloe Vera,FALSE,Italy
Perfect Makeup Remover,ColourPop,CC Cream,Occasional,125.47,1.3,1821,200,Dry,Female,Spray,Salicylic Acid,TRUE,Japan
Perfect Exfoliator,Fenty Beauty,Face Mask,Occasional,134.27,2.9,2642,50,Normal,Unisex,Stick,Vitamin C,FALSE,Japan
Perfect Moisturizer,Patrick Ta,Bronzer,Monthly,86.85,1.4,4338,50,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,South Korea
Perfect Serum,Make Up For Ever,Face Oil,Occasional,49.42,4.7,3641,250,Dry,Male,Spray,Vitamin C,FALSE,USA
Super Cleanser,Bite Beauty,CC Cream,Monthly,118.63,3.1,5217,30,Combination,Female,Bottle,Hyaluronic Acid,TRUE,France
Divine Lip Liner,Fenty Beauty,Mascara,Monthly,102.4,4.5,2809,100,Combination,Male,Jar,Vitamin C,TRUE,Japan
Perfect Primer,KVD Beauty,Lip Gloss,Monthly,125.71,4.4,5720,150,Oily,Unisex,Jar,Retinol,FALSE,Italy
Ultra Contour,Urban Decay,Lip Gloss,Occasional,52.61,1.1,4925,200,Sensitive,Female,Spray,Hyaluronic Acid,TRUE,USA
Magic BB Cream,Milk Makeup,Lipstick,Monthly,55.27,3.1,3813,100,Oily,Male,Spray,Retinol,FALSE,France
Super CC Cream,Elf,Face Mask,Weekly,109.63,1.9,263,30,Oily,Female,Stick,Aloe Vera,TRUE,Germany
Perfect Exfoliator,KVD Beauty,Primer,Occasional,79.78,4.6,4672,100,Oily,Male,Spray,Hyaluronic Acid,FALSE,UK
Magic Eyeliner,Bite Beauty,Primer,Daily,60.77,4.5,3982,150,Normal,Unisex,Spray,Vitamin C,TRUE,Japan
Perfect Moisturizer,Anastasia Beverly Hills,Exfoliator,Weekly,105.09,2.1,2064,150,Sensitive,Male,Spray,Salicylic Acid,TRUE,UK
Super Highlighter,Pat McGrath Labs,Contour,Occasional,122.73,2,8608,100,Sensitive,Unisex,Tube,Shea Butter,FALSE,Australia
Super Serum,ColourPop,Contour,Daily,60.82,2.9,9815,30,Sensitive,Unisex,Spray,Vitamin C,TRUE,Japan
Perfect Setting Spray,Anastasia Beverly Hills,Blush,Daily,66.56,1.8,3903,100,Sensitive,Female,Bottle,Hyaluronic Acid,FALSE,France
Divine CC Cream,Sisley,CC Cream,Occasional,114.03,3.8,5853,30,Normal,Female,Stick,Shea Butter,TRUE,France
Divine BB Cream,IT Cosmetics,Makeup Remover,Daily,79.23,4.9,6741,100,Oily,Unisex,Spray,Aloe Vera,TRUE,South Korea
Magic Highlighter,Morphe,Setting Spray,Weekly,75.47,2.6,1478,250,Combination,Unisex,Bottle,Glycerin,FALSE,France
Ultra Foundation,Perricone MD,CC Cream,Occasional,141.71,4.2,7892,100,Normal,Unisex,Compact,Vitamin C,TRUE,South Korea
Super Bronzer,Anastasia Beverly Hills,Lip Gloss,Daily,60.1,2.2,5242,50,Sensitive,Female,Jar,Vitamin C,FALSE,Australia
Super Lip Gloss,Bobby Brown,Primer,Occasional,24.57,3.5,6071,250,Sensitive,Female,Compact,Salicylic Acid,TRUE,Germany
Ultra Cleanser,Glossier,Foundation,Daily,44.53,1,4640,200,Sensitive,Female,Compact,Shea Butter,FALSE,Germany
Super Highlighter,Perricone MD,Contour,Monthly,13.37,3.1,3147,150,Sensitive,Unisex,Stick,Vitamin C,TRUE,France
Ultra Mascara,Pat McGrath Labs,BB Cream,Daily,82.48,2.5,5324,30,Sensitive,Unisex,Spray,Retinol,FALSE,Germany
Super Eyeliner,Tarte,Highlighter,Daily,59.55,2.4,3028,250,Oily,Male,Compact,Retinol,TRUE,Germany
Super CC Cream,Clinique,Blush,Daily,110.64,3.6,5299,250,Normal,Male,Stick,Shea Butter,TRUE,Japan
Super Lip Gloss,Too Faced,Cleanser,Monthly,108.14,2.1,8643,150,Combination,Female,Tube,Retinol,FALSE,UK
Perfect Lipstick,ColourPop,Eye Shadow,Daily,25.38,3.1,81,30,Sensitive,Female,Bottle,Glycerin,FALSE,USA
Magic CC Cream,Laura Mercier,BB Cream,Occasional,137.34,2.3,8348,30,Sensitive,Female,Jar,Hyaluronic Acid,TRUE,France
Super Powder,Bourjois,Lipstick,Daily,113.05,4.1,9179,100,Normal,Female,Stick,Aloe Vera,TRUE,Germany
Magic Cleanser,Farsali,Highlighter,Weekly,145.08,3.2,8940,200,Oily,Female,Bottle,Aloe Vera,TRUE,Germany
Super Setting Spray,Milk Makeup,Concealer,Occasional,89.38,4.5,8846,100,Oily,Male,Compact,Glycerin,FALSE,Australia
Super Mascara,IT Cosmetics,Lip Gloss,Occasional,24.49,2.8,4885,30,Dry,Unisex,Spray,Shea Butter,FALSE,USA
Super Exfoliator,Hourglass,Serum,Daily,66.09,4.8,6773,250,Normal,Male,Bottle,Salicylic Acid,TRUE,Japan
Super Lip Gloss,Patrick Ta,CC Cream,Occasional,96.07,2.9,9349,150,Dry,Male,Tube,Aloe Vera,TRUE,USA
Super Foundation,Charlotte Tilbury,Highlighter,Weekly,79.07,4.7,5008,250,Sensitive,Unisex,Tube,Retinol,FALSE,France
Divine Moisturizer,KVD Beauty,Serum,Monthly,86.99,4.3,1640,250,Oily,Male,Compact,Hyaluronic Acid,FALSE,USA
Super Makeup Remover,NARS,CC Cream,Occasional,37.89,4.4,4224,150,Dry,Female,Spray,Retinol,FALSE,Germany
Divine Cleanser,Urban Decay,Face Oil,Monthly,120.78,3.6,1093,30,Sensitive,Female,Tube,Hyaluronic Acid,TRUE,France
Magic BB Cream,Charlotte Tilbury,Lipstick,Daily,72.93,2,5556,100,Dry,Female,Compact,Aloe Vera,TRUE,Italy
Magic Exfoliator,Farsali,Makeup Remover,Occasional,121.28,3.8,64,50,Normal,Male,Spray,Vitamin C,TRUE,France
Perfect Moisturizer,NARS,Cleanser,Monthly,83.78,3.7,2697,250,Combination,Female,Jar,Glycerin,FALSE,Germany
Ultra Lipstick,Danessa Myricks,Highlighter,Monthly,83.61,2.3,8413,250,Dry,Unisex,Stick,Retinol,TRUE,Australia
Divine Blush,Bite Beauty,Foundation,Weekly,129.01,3.7,1764,200,Oily,Male,Compact,Retinol,FALSE,Japan
Perfect Eye Shadow,Becca,Setting Spray,Weekly,94.63,4.2,8737,250,Dry,Female,Bottle,Salicylic Acid,TRUE,Australia
Divine Face Mask,Morphe,Lipstick,Weekly,111.33,1.5,6331,150,Oily,Female,Bottle,Glycerin,FALSE,Japan
Super Concealer,Perricone MD,Lip Gloss,Daily,19.8,4.3,677,100,Oily,Male,Jar,Salicylic Acid,TRUE,Japan
Super Eye Shadow,Farsali,Contour,Monthly,80.04,1.8,4365,150,Oily,Male,Bottle,Retinol,FALSE,Australia
Magic Lip Liner,Rare Beauty,Contour,Occasional,35.75,4.4,9049,100,Combination,Male,Stick,Glycerin,TRUE,Japan
Magic Serum,Pat McGrath Labs,Lip Liner,Weekly,137.57,2.2,4734,50,Combination,Female,Compact,Retinol,FALSE,Australia
Divine Mascara,Shiseido,Mascara,Daily,120.43,4,7281,30,Combination,Unisex,Jar,Shea Butter,FALSE,Japan
Magic Lipstick,Charlotte Tilbury,Powder,Occasional,117.01,1.5,8929,200,Oily,Male,Stick,Aloe Vera,TRUE,USA
Perfect Makeup Remover,Elf,Setting Spray,Occasional,11.34,2.7,5242,100,Dry,Male,Compact,Glycerin,FALSE,South Korea
Divine Face Oil,Yves Saint Laurent,Lip Liner,Weekly,94.85,4.3,2896,50,Combination,Unisex,Bottle,Shea Butter,TRUE,UK
Divine Concealer,Natasha Denona,Moisturizer,Daily,149.59,3.5,410,150,Combination,Female,Bottle,Vitamin C,FALSE,France
Super Makeup Remover,Drunk Elephant,Face Oil,Daily,99.81,4.3,5068,150,Dry,Male,Compact,Vitamin C,FALSE,USA
Ultra BB Cream,Patrick Ta,Lip Gloss,Monthly,102.53,2.2,3750,250,Combination,Male,Compact,Retinol,FALSE,Japan
Magic Lipstick,Sisley,Exfoliator,Occasional,143.42,4.6,5084,50,Sensitive,Male,Bottle,Glycerin,TRUE,South Korea
Perfect Primer,Urban Decay,Powder,Monthly,45.62,2.7,458,150,Dry,Unisex,Tube,Vitamin C,FALSE,Italy
Divine Powder,Becca,CC Cream,Monthly,110.96,1.4,5868,200,Dry,Male,Jar,Salicylic Acid,TRUE,Italy
Ultra Foundation,NARS,Powder,Weekly,20.71,1.9,8624,100,Dry,Male,Compact,Vitamin C,FALSE,UK
Super Makeup Remover,RMS Beauty,Moisturizer,Daily,26.76,4.3,2740,30,Dry,Female,Bottle,Vitamin C,TRUE,Germany
Super Face Oil,Anastasia Beverly Hills,Powder,Daily,33.63,2.6,1808,50,Dry,Male,Jar,Hyaluronic Acid,TRUE,South Korea
Super Mascara,Laura Mercier,Makeup Remover,Occasional,50.23,3.9,2232,100,Oily,Male,Tube,Shea Butter,TRUE,Italy
Magic Makeup Remover,Bite Beauty,Setting Spray,Weekly,26.43,3.2,1550,30,Normal,Female,Compact,Salicylic Acid,FALSE,Australia
Super Lip Liner,Urban Decay,Contour,Weekly,70.96,4.8,8745,200,Sensitive,Male,Tube,Retinol,FALSE,Japan
Ultra Mascara,Pat McGrath Labs,Concealer,Weekly,12.92,3.7,1525,50,Normal,Female,Tube,Retinol,TRUE,Japan
Magic BB Cream,Patrick Ta,CC Cream,Occasional,104.05,2.2,1595,200,Dry,Unisex,Compact,Salicylic Acid,FALSE,Italy
Divine BB Cream,Glossier,Makeup Remover,Weekly,17.95,1.6,8605,30,Normal,Unisex,Stick,Retinol,FALSE,France
Super Concealer,RMS Beauty,Bronzer,Weekly,120.52,1.4,5769,150,Normal,Female,Bottle,Salicylic Acid,TRUE,Italy
Magic CC Cream,Make Up For Ever,Powder,Occasional,141.17,1.7,9239,150,Combination,Male,Bottle,Hyaluronic Acid,FALSE,Italy
Super Setting Spray,Shiseido,Primer,Monthly,105.88,3,7656,150,Sensitive,Female,Spray,Salicylic Acid,FALSE,South Korea
Perfect Exfoliator,Huda Beauty,Lipstick,Daily,97.8,1.7,7296,200,Dry,Male,Jar,Salicylic Acid,TRUE,France
Magic Contour,Farsali,Moisturizer,Occasional,87.56,3,6304,30,Oily,Female,Stick,Hyaluronic Acid,TRUE,Australia
Super Bronzer,Natasha Denona,Serum,Weekly,26.78,3.5,1167,250,Sensitive,Male,Tube,Hyaluronic Acid,FALSE,USA
Divine Bronzer,IT Cosmetics,Primer,Monthly,56.94,3.5,1856,30,Dry,Male,Spray,Vitamin C,FALSE,Japan
Magic Blush,Patrick Ta,CC Cream,Monthly,137.76,2.4,1420,250,Oily,Unisex,Stick,Retinol,FALSE,USA
Perfect Bronzer,Bite Beauty,Highlighter,Monthly,96.66,4.5,1154,50,Oily,Unisex,Jar,Shea Butter,TRUE,Japan
Super Setting Spray,Bite Beauty,Face Mask,Weekly,31.99,1.8,8618,50,Combination,Unisex,Compact,Glycerin,TRUE,South Korea
Magic Bronzer,ColourPop,Eyeliner,Daily,59.78,4,1846,50,Sensitive,Unisex,Jar,Salicylic Acid,TRUE,Germany
Divine CC Cream,Bobby Brown,Contour,Occasional,22.17,2.1,6815,150,Normal,Female,Stick,Hyaluronic Acid,TRUE,South Korea
Ultra Lip Gloss,Anastasia Beverly Hills,Bronzer,Monthly,79.58,1.1,1616,50,Combination,Male,Spray,Shea Butter,FALSE,Italy
Magic Cleanser,ColourPop,Moisturizer,Occasional,26.66,2.2,4922,200,Oily,Unisex,Bottle,Vitamin C,FALSE,France
Magic Bronzer,Hourglass,CC Cream,Occasional,80.12,4.7,828,100,Normal,Female,Stick,Aloe Vera,TRUE,USA
Magic CC Cream,Becca,Eyeliner,Weekly,112.11,3.1,4242,100,Combination,Female,Compact,Vitamin C,TRUE,USA
Divine Setting Spray,Sisley,Moisturizer,Daily,32.83,3.2,6713,50,Dry,Male,Jar,Retinol,FALSE,Germany
Perfect Moisturizer,Clinique,Blush,Weekly,58.49,3.6,1191,100,Combination,Unisex,Tube,Glycerin,TRUE,Italy
Divine Contour,Anastasia Beverly Hills,Blush,Daily,138.08,2.5,5740,30,Normal,Male,Spray,Vitamin C,TRUE,Italy
Magic Primer,Bite Beauty,Cleanser,Daily,17.92,2.6,8068,250,Dry,Unisex,Compact,Vitamin C,FALSE,USA
Divine Foundation,Hourglass,Concealer,Weekly,57.54,1.9,3169,30,Combination,Unisex,Spray,Glycerin,FALSE,Italy
Perfect Highlighter,Make Up For Ever,Lipstick,Occasional,116.14,4.1,7851,200,Combination,Female,Spray,Retinol,TRUE,UK
Magic Exfoliator,IT Cosmetics,Bronzer,Monthly,41.54,3.2,3261,100,Dry,Unisex,Bottle,Aloe Vera,FALSE,Germany
Super Makeup Remover,Rare Beauty,Highlighter,Occasional,16.05,2,5298,250,Dry,Female,Stick,Hyaluronic Acid,FALSE,Australia
Super CC Cream,Natasha Denona,Moisturizer,Weekly,134.25,4.8,4428,30,Sensitive,Unisex,Bottle,Glycerin,FALSE,Australia
Divine Exfoliator,Bite Beauty,Eye Shadow,Daily,109.07,3.1,9572,100,Dry,Unisex,Compact,Salicylic Acid,FALSE,USA
Ultra Blush,Hourglass,Makeup Remover,Occasional,116.43,4.4,5791,150,Normal,Unisex,Compact,Shea Butter,FALSE,Germany
Divine Concealer,Natasha Denona,Primer,Daily,51.66,1.6,190,200,Normal,Male,Bottle,Shea Butter,TRUE,France
Magic Exfoliator,IT Cosmetics,Cleanser,Monthly,41.47,2.6,8822,50,Normal,Male,Stick,Shea Butter,FALSE,UK
Magic Blush,Charlotte Tilbury,BB Cream,Monthly,140.94,1.3,1282,50,Combination,Male,Bottle,Glycerin,TRUE,Japan
Divine Face Mask,Clinique,Serum,Weekly,30.5,2.2,7199,200,Combination,Female,Compact,Shea Butter,TRUE,USA
Perfect Contour,Urban Decay,Mascara,Weekly,46.05,2.9,9435,30,Normal,Female,Bottle,Retinol,FALSE,USA
Magic Lip Gloss,ColourPop,Face Oil,Weekly,18.49,3.1,9803,250,Oily,Female,Stick,Vitamin C,FALSE,South Korea
Perfect Contour,Bourjois,Eye Shadow,Occasional,61.75,2.1,5251,50,Normal,Female,Spray,Glycerin,TRUE,USA
Magic Setting Spray,Charlotte Tilbury,Lip Gloss,Weekly,136.73,4.3,1637,50,Normal,Female,Spray,Aloe Vera,TRUE,France
Ultra Lipstick,NARS,Lipstick,Occasional,41.6,3,8128,30,Combination,Female,Tube,Shea Butter,FALSE,USA
Super Blush,Perricone MD,Bronzer,Monthly,124.25,3.3,5301,30,Oily,Male,Jar,Shea Butter,FALSE,Italy
Perfect Contour,Huda Beauty,Powder,Weekly,72.71,2.8,2338,100,Dry,Male,Compact,Retinol,TRUE,Germany
Magic Concealer,Kylie Cosmetics,Eyeliner,Occasional,88.88,3.2,2037,150,Oily,Male,Jar,Aloe Vera,FALSE,France
Magic Highlighter,Tatcha,Face Mask,Monthly,48.51,4,6036,30,Combination,Unisex,Stick,Aloe Vera,FALSE,Japan
Super Highlighter,Huda Beauty,Primer,Weekly,25.76,4.8,1461,30,Sensitive,Male,Compact,Vitamin C,TRUE,UK
Ultra CC Cream,Tarte,Concealer,Daily,24.59,3.7,534,150,Combination,Female,Tube,Hyaluronic Acid,FALSE,Italy
Divine Face Oil,Rare Beauty,Highlighter,Occasional,26.33,2.5,7527,200,Dry,Unisex,Spray,Glycerin,FALSE,UK
Perfect Primer,Bite Beauty,Blush,Daily,121.36,4.5,8733,150,Oily,Unisex,Compact,Aloe Vera,FALSE,Japan
Ultra Face Mask,KVD Beauty,Foundation,Occasional,120.71,2.2,8719,50,Combination,Unisex,Tube,Hyaluronic Acid,FALSE,South Korea
Magic Makeup Remover,Rare Beauty,Face Mask,Monthly,141.81,1.1,8548,150,Normal,Female,Tube,Shea Butter,FALSE,UK
Divine Contour,Sisley,Highlighter,Occasional,104.27,4.2,6188,250,Sensitive,Female,Spray,Shea Butter,TRUE,Japan
Perfect Highlighter,Tatcha,Foundation,Occasional,41.46,4,7872,30,Combination,Female,Compact,Glycerin,TRUE,France
Super Lipstick,Milk Makeup,Eyeliner,Weekly,47.68,2.5,384,200,Combination,Male,Compact,Shea Butter,FALSE,South Korea
Super Face Mask,Anastasia Beverly Hills,Eye Shadow,Occasional,144.23,3.1,4842,200,Oily,Male,Spray,Aloe Vera,TRUE,USA
Perfect Highlighter,Tatcha,Moisturizer,Monthly,57.49,4.1,4102,30,Combination,Female,Bottle,Aloe Vera,TRUE,South Korea
Perfect Blush,Make Up For Ever,Mascara,Daily,13.81,3.7,1640,200,Sensitive,Unisex,Compact,Salicylic Acid,TRUE,Germany
Magic Makeup Remover,IT Cosmetics,Lip Gloss,Monthly,96.31,2.9,5812,30,Oily,Female,Tube,Glycerin,TRUE,USA
Ultra Eye Shadow,Juvias Place,Powder,Occasional,18.04,2.6,1440,150,Sensitive,Unisex,Jar,Aloe Vera,FALSE,USA
Divine Lip Gloss,Bourjois,Contour,Occasional,124.75,2.7,4051,200,Sensitive,Unisex,Stick,Aloe Vera,FALSE,Japan
Divine Exfoliator,Make Up For Ever,Makeup Remover,Weekly,95.64,2.4,7846,30,Oily,Male,Jar,Salicylic Acid,FALSE,France
Ultra Lipstick,Bite Beauty,Lipstick,Monthly,65.81,2,1807,30,Oily,Male,Stick,Salicylic Acid,FALSE,Australia
Magic Foundation,Danessa Myricks,Concealer,Monthly,138.57,2.4,3684,30,Oily,Male,Bottle,Glycerin,TRUE,Germany
Divine Exfoliator,Tarte,Concealer,Occasional,20.44,4,9191,200,Oily,Female,Compact,Glycerin,TRUE,Germany
Divine Serum,Becca,Exfoliator,Occasional,107.11,4,4228,100,Normal,Male,Spray,Glycerin,TRUE,Australia
Super Powder,Rare Beauty,Bronzer,Monthly,59.17,4.3,944,150,Sensitive,Male,Bottle,Retinol,FALSE,South Korea
Super Exfoliator,Elf,BB Cream,Weekly,57.05,3,6248,100,Combination,Male,Tube,Vitamin C,FALSE,USA
Divine Moisturizer,Rare Beauty,Lipstick,Daily,73.82,1.9,5630,100,Sensitive,Female,Jar,Shea Butter,FALSE,Japan
Magic Bronzer,Perricone MD,Face Oil,Weekly,68.28,3.1,9605,150,Combination,Male,Compact,Aloe Vera,TRUE,UK
Super Foundation,Fenty Beauty,Powder,Monthly,142.78,3.5,747,100,Dry,Unisex,Tube,Vitamin C,FALSE,Italy
Ultra Setting Spray,Too Faced,Moisturizer,Monthly,47.37,2.1,8695,200,Combination,Female,Spray,Shea Butter,FALSE,UK
Divine Mascara,Yves Saint Laurent,Mascara,Daily,15.88,3.8,942,200,Normal,Unisex,Compact,Shea Butter,FALSE,Italy
Perfect Blush,Huda Beauty,Face Oil,Weekly,74.04,1.8,2335,30,Dry,Female,Tube,Salicylic Acid,FALSE,Germany
Ultra Mascara,Morphe,Foundation,Daily,51.94,1.5,7651,250,Oily,Male,Compact,Glycerin,FALSE,Japan
Perfect Serum,Clinique,Cleanser,Occasional,45.92,1.1,8968,100,Oily,Unisex,Jar,Salicylic Acid,TRUE,South Korea
Ultra Makeup Remover,Milk Makeup,Face Oil,Monthly,33.36,2.3,4028,30,Sensitive,Male,Spray,Salicylic Acid,TRUE,USA
Super Serum,Make Up For Ever,Lipstick,Monthly,108,2.7,6609,100,Oily,Male,Spray,Hyaluronic Acid,FALSE,UK
Perfect Serum,Becca,Foundation,Monthly,48.16,3.9,8053,100,Normal,Male,Compact,Salicylic Acid,TRUE,Italy
